,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration,Physical Time: Physical Time (s)
934,934,1.65E-05,1.79E-05,0.674076002,99388.93082,114507.1582,126656.25,101325,133124.2817,298,333.8564121,0.316430146,0.007470684,-0.052344366,1.25,2.28E-06,1.01E-05,-0.087329645,1.83E-05,2.71E-06,2.40E-05,934,
935,935,1.66E-05,1.80E-05,0.674075986,99388.92844,114507.1564,126656.25,101325,133124.2806,298,333.8564118,0.316430144,0.00747075,-0.052344362,1.25,2.28E-06,9.97E-06,-0.087329641,1.85E-05,2.73E-06,2.40E-05,935,
936,936,1.63E-05,1.76E-05,0.67407609,99388.92981,114507.1587,126656.25,101325,133124.2799,298,333.8564056,0.31643015,0.007470647,-0.052344369,1.25,2.28E-06,9.94E-06,-0.087329639,1.80E-05,2.68E-06,2.36E-05,936,
937,937,1.64E-05,1.77E-05,0.674076075,99388.93098,114507.1611,126656.25,101325,133124.2789,298,333.8564054,0.316430152,0.007470727,-0.052344365,1.25,2.28E-06,9.97E-06,-0.087329635,1.82E-05,2.69E-06,2.37E-05,937,
938,938,1.64E-05,1.78E-05,0.674076067,99388.92862,114507.1592,126656.25,101325,133124.2781,298,333.8564049,0.316430157,0.007470804,-0.052344362,1.25,2.28E-06,9.99E-06,-0.087329632,1.83E-05,2.69E-06,2.37E-05,938,
939,939,1.61E-05,1.74E-05,0.674076167,99388.93047,114507.1648,126656.25,101325,133124.2773,298,333.8563988,0.316430159,0.007470692,-0.052344368,1.25,2.28E-06,1.00E-05,-0.087329629,1.79E-05,2.62E-06,2.33E-05,939,
940,940,1.60E-05,1.74E-05,0.674076174,99388.93163,114507.1658,126656.25,101325,133124.2782,298,333.8563994,0.316430224,0.007470979,-0.052344363,1.25,2.28E-06,9.93E-06,-0.087329628,1.79E-05,2.61E-06,2.33E-05,940,
941,941,1.62E-05,1.75E-05,0.674076148,99388.92921,114507.1638,126656.25,101325,133124.2768,298,333.8563993,0.316430211,0.007471007,-0.05234436,1.25,2.28E-06,9.98E-06,-0.087329623,1.81E-05,2.62E-06,2.34E-05,941,
942,942,1.58E-05,1.71E-05,0.674076248,99388.93033,114507.1649,126656.25,101325,133124.2762,298,333.8563934,0.316430216,0.007470912,-0.052344366,1.25,2.28E-06,1.00E-05,-0.087329621,1.76E-05,2.55E-06,2.30E-05,942,
943,943,1.59E-05,1.73E-05,0.674076228,99388.92818,114507.1634,126656.25,101325,133124.2751,298,333.8563932,0.316430212,0.007470968,-0.052344362,1.25,2.28E-06,9.90E-06,-0.087329617,1.79E-05,2.57E-06,2.31E-05,943,
944,944,1.56E-05,1.69E-05,0.674076322,99388.92947,114507.1654,126656.25,101325,133124.2744,298,333.8563876,0.316430217,0.007470878,-0.052344368,1.25,2.28E-06,9.87E-06,-0.087329615,1.74E-05,2.50E-06,2.27E-05,944,
945,945,1.57E-05,1.70E-05,0.6740763,99388.92752,114507.1642,126656.25,101325,133124.2734,298,333.8563877,0.316430214,0.007470946,-0.052344364,1.25,2.28E-06,9.91E-06,-0.087329611,1.76E-05,2.51E-06,2.27E-05,945,
946,946,1.53E-05,1.66E-05,0.674076387,99388.92886,114507.1667,126656.25,101325,133124.2727,298,333.8563824,0.316430218,0.00747086,-0.052344369,1.25,2.28E-06,9.90E-06,-0.08732961,1.71E-05,2.45E-06,2.24E-05,946,
947,947,1.54E-05,1.67E-05,0.674076365,99388.93006,114507.169,126656.25,101325,133124.2718,298,333.8563826,0.316430219,0.00747094,-0.052344365,1.25,2.28E-06,9.95E-06,-0.087329607,1.73E-05,2.45E-06,2.24E-05,947,
948,948,1.55E-05,1.68E-05,0.674076346,99388.92807,114507.1676,126656.25,101325,133124.2709,298,333.8563827,0.316430221,0.007471014,-0.052344361,1.25,2.28E-06,9.93E-06,-0.087329603,1.74E-05,2.46E-06,2.24E-05,948,
949,949,1.51E-05,1.64E-05,0.67407643,99388.9299,114507.173,126656.25,101325,133124.2702,298,333.8563775,0.316430223,0.007470924,-0.052344366,1.25,2.28E-06,9.89E-06,-0.087329602,1.70E-05,2.40E-06,2.21E-05,949,
950,950,1.51E-05,1.64E-05,0.674076422,99388.93125,114507.1749,126656.25,101325,133124.2708,298,333.8563785,0.316430274,0.007471174,-0.052344361,1.25,2.28E-06,9.83E-06,-0.087329601,1.70E-05,2.39E-06,2.21E-05,950,
951,951,1.52E-05,1.65E-05,0.674076388,99388.92908,114507.1731,126656.25,101325,133124.2696,298,333.8563791,0.316430266,0.007471226,-0.052344357,1.25,2.28E-06,9.91E-06,-0.087329597,1.72E-05,2.41E-06,2.21E-05,951,
952,952,1.49E-05,1.62E-05,0.674076473,99388.93043,114507.1752,126656.25,101325,133124.2689,298,333.8563739,0.316430267,0.007471134,-0.052344362,1.25,2.28E-06,9.94E-06,-0.087329595,1.68E-05,2.35E-06,2.18E-05,952,
953,953,1.50E-05,1.63E-05,0.674076441,99388.92846,114507.1738,126656.25,101325,133124.2678,298,333.8563745,0.316430261,0.007471197,-0.052344358,1.25,2.28E-06,9.82E-06,-0.087329592,1.70E-05,2.37E-06,2.19E-05,953,
954,954,1.47E-05,1.59E-05,0.674076521,99388.92976,114507.1763,126656.25,101325,133124.2671,298,333.8563695,0.316430263,0.007471111,-0.052344363,1.25,2.28E-06,9.81E-06,-0.08732959,1.65E-05,2.31E-06,2.15E-05,954,
955,955,1.47E-05,1.60E-05,0.674076494,99388.9309,114507.1786,126656.25,101325,133124.2662,298,333.85637,0.316430262,0.007471186,-0.052344359,1.25,2.28E-06,9.91E-06,-0.087329588,1.67E-05,2.32E-06,2.15E-05,955,
956,956,1.48E-05,1.61E-05,0.67407647,99388.92891,114507.1771,126656.25,101325,133124.2653,298,333.8563703,0.316430263,0.007471254,-0.052344355,1.25,2.28E-06,9.90E-06,-0.087329585,1.68E-05,2.33E-06,2.16E-05,956,
957,957,1.45E-05,1.57E-05,0.674076548,99388.93057,114507.1823,126656.25,101325,133124.2646,298,333.8563655,0.316430263,0.007471166,-0.05234436,1.25,2.28E-06,9.84E-06,-0.087329583,1.64E-05,2.27E-06,2.12E-05,957,
958,958,1.45E-05,1.57E-05,0.674076543,99388.93182,114507.1838,126656.25,101325,133124.2653,298,333.8563665,0.316430317,0.007471415,-0.052344356,1.25,2.28E-06,9.77E-06,-0.087329583,1.64E-05,2.27E-06,2.12E-05,958,
959,959,1.46E-05,1.59E-05,0.674076504,99388.92972,114507.182,126656.25,101325,133124.264,298,333.8563672,0.316430304,0.007471451,-0.052344352,1.25,2.28E-06,9.86E-06,-0.087329578,1.67E-05,2.29E-06,2.13E-05,959,
960,960,1.43E-05,1.55E-05,0.674076584,99388.93107,114507.1845,126656.25,101325,133124.2633,298,333.8563622,0.316430304,0.007471364,-0.052344356,1.25,2.28E-06,9.91E-06,-0.087329577,1.62E-05,2.24E-06,2.10E-05,960,
961,961,1.44E-05,1.56E-05,0.674076549,99388.92915,114507.1829,126656.25,101325,133124.2623,298,333.856363,0.316430299,0.007471429,-0.052344352,1.25,2.28E-06,9.78E-06,-0.087329574,1.64E-05,2.25E-06,2.11E-05,961,
962,962,1.41E-05,1.53E-05,0.674076625,99388.93037,114507.1856,126656.25,101325,133124.2616,298,333.8563583,0.316430297,0.007471343,-0.052344356,1.25,2.28E-06,9.77E-06,-0.087329573,1.60E-05,2.20E-06,2.07E-05,962,
963,963,1.41E-05,1.54E-05,0.674076596,99388.92863,114507.1842,126656.25,101325,133124.2607,298,333.8563589,0.316430297,0.007471415,-0.052344353,1.25,2.28E-06,9.87E-06,-0.08732957,1.62E-05,2.21E-06,2.08E-05,963,
964,964,1.38E-05,1.50E-05,0.674076665,99388.93028,114507.1895,126656.25,101325,133124.26,298,333.8563545,0.316430295,0.007471333,-0.052344356,1.25,2.28E-06,9.84E-06,-0.087329569,1.57E-05,2.15E-06,2.05E-05,964,
965,965,1.38E-05,1.50E-05,0.674076655,99388.93137,114507.1905,126656.25,101325,133124.2607,298,333.8563558,0.31643035,0.007471589,-0.052344352,1.25,2.28E-06,9.80E-06,-0.087329569,1.58E-05,2.16E-06,2.05E-05,965,
966,966,1.40E-05,1.52E-05,0.674076614,99388.92953,114507.189,126656.25,101325,133124.2593,298,333.8563566,0.316430332,0.007471609,-0.052344348,1.25,2.28E-06,9.80E-06,-0.087329564,1.61E-05,2.19E-06,2.06E-05,966,
967,967,1.37E-05,1.48E-05,0.674076684,99388.9309,114507.1915,126656.25,101325,133124.2587,298,333.8563522,0.316430331,0.007471534,-0.052344352,1.25,2.28E-06,9.80E-06,-0.087329563,1.56E-05,2.13E-06,2.03E-05,967,
968,968,1.38E-05,1.50E-05,0.674076642,99388.92918,114507.1902,126656.25,101325,133124.2576,298,333.8563533,0.316430323,0.00747159,-0.052344347,1.25,2.28E-06,9.76E-06,-0.08732956,1.58E-05,2.15E-06,2.04E-05,968,
969,969,1.35E-05,1.46E-05,0.674076708,99388.93042,114507.1929,126656.25,101325,133124.2569,298,333.856349,0.316430321,0.007471514,-0.052344351,1.25,2.28E-06,9.77E-06,-0.087329559,1.54E-05,2.10E-06,2.01E-05,969,
970,970,1.35E-05,1.47E-05,0.674076674,99388.92884,114507.1918,126656.25,101325,133124.256,298,333.8563499,0.316430318,0.007471583,-0.052344347,1.25,2.28E-06,9.77E-06,-0.087329556,1.56E-05,2.11E-06,2.01E-05,970,
971,971,1.32E-05,1.44E-05,0.674076735,99388.92994,114507.1944,126656.25,101325,133124.2552,298,333.8563459,0.316430315,0.007471508,-0.052344351,1.25,2.28E-06,9.77E-06,-0.087329555,1.52E-05,2.06E-06,1.98E-05,971,
972,972,1.33E-05,1.44E-05,0.674076707,99388.93094,114507.1969,126656.25,101325,133124.2545,298,333.8563466,0.316430315,0.007471578,-0.052344347,1.25,2.28E-06,9.83E-06,-0.087329553,1.53E-05,2.07E-06,1.99E-05,972,
973,973,1.33E-05,1.45E-05,0.674076679,99388.92935,114507.1956,126656.25,101325,133124.2537,298,333.8563473,0.316430315,0.007471643,-0.052344344,1.25,2.28E-06,9.79E-06,-0.087329551,1.54E-05,2.08E-06,1.99E-05,973,
974,974,1.30E-05,1.42E-05,0.674076738,99388.93064,114507.2004,126656.25,101325,133124.2529,298,333.8563434,0.316430311,0.007471568,-0.052344347,1.25,2.28E-06,9.76E-06,-0.08732955,1.50E-05,2.03E-06,1.96E-05,974,
975,975,1.30E-05,1.42E-05,0.674076734,99388.93172,114507.2016,126656.25,101325,133124.2538,298,333.8563445,0.316430367,0.007471812,-0.052344343,1.25,2.28E-06,9.78E-06,-0.087329549,1.50E-05,2.03E-06,1.95E-05,975,
976,976,1.32E-05,1.44E-05,0.674076689,99388.93007,114507.2003,126656.25,101325,133124.2524,298,333.8563455,0.316430348,0.007471829,-0.052344339,1.25,2.28E-06,9.79E-06,-0.087329545,1.53E-05,2.06E-06,1.96E-05,976,
977,977,1.29E-05,1.40E-05,0.67407675,99388.93136,114507.2028,126656.25,101325,133124.2518,298,333.8563416,0.316430346,0.007471763,-0.052344342,1.25,2.28E-06,9.76E-06,-0.087329544,1.49E-05,2.01E-06,1.93E-05,977,
978,978,1.30E-05,1.41E-05,0.674076706,99388.9298,114507.2016,126656.25,101325,133124.2507,298,333.8563428,0.316430336,0.007471813,-0.052344338,1.25,2.28E-06,9.71E-06,-0.087329541,1.51E-05,2.03E-06,1.94E-05,978,
979,979,1.27E-05,1.38E-05,0.674076764,99388.931,114507.2044,126656.25,101325,133124.25,298,333.856339,0.316430333,0.007471745,-0.052344341,1.25,2.28E-06,9.75E-06,-0.087329541,1.47E-05,1.98E-06,1.91E-05,979,
980,980,1.28E-05,1.39E-05,0.674076726,99388.92956,114507.2033,126656.25,101325,133124.2491,298,333.8563401,0.316430328,0.007471807,-0.052344337,1.25,2.28E-06,9.81E-06,-0.087329538,1.49E-05,1.99E-06,1.91E-05,980,
981,981,1.25E-05,1.36E-05,0.67407678,99388.93061,114507.2059,126656.25,101325,133124.2484,298,333.8563365,0.316430324,0.00747174,-0.05234434,1.25,2.28E-06,9.74E-06,-0.087329538,1.44E-05,1.94E-06,1.88E-05,981,
982,982,1.26E-05,1.37E-05,0.674076748,99388.93158,114507.2084,126656.25,101325,133124.2476,298,333.8563374,0.316430323,0.007471805,-0.052344336,1.25,2.28E-06,9.74E-06,-0.087329536,1.46E-05,1.96E-06,1.88E-05,982,
983,983,1.26E-05,1.37E-05,0.674076716,99388.93012,114507.2073,126656.25,101325,133124.2468,298,333.8563383,0.316430321,0.007471864,-0.052344333,1.25,2.28E-06,9.76E-06,-0.087329533,1.47E-05,1.97E-06,1.88E-05,983,
984,984,1.23E-05,1.34E-05,0.674076768,99388.93135,114507.212,126656.25,101325,133124.2461,298,333.8563347,0.316430316,0.007471795,-0.052344336,1.25,2.28E-06,9.74E-06,-0.087329532,1.43E-05,1.92E-06,1.85E-05,984,
985,985,1.23E-05,1.34E-05,0.674076758,99388.93232,114507.213,126656.25,101325,133124.2468,298,333.8563361,0.316430366,0.007472021,-0.052344332,1.25,2.28E-06,9.74E-06,-0.087329532,1.43E-05,1.92E-06,1.84E-05,985,
986,986,1.25E-05,1.36E-05,0.674076716,99388.93085,114507.212,126656.25,101325,133124.2456,298,333.856337,0.31643035,0.007472048,-0.052344328,1.25,2.28E-06,9.75E-06,-0.087329528,1.46E-05,1.95E-06,1.85E-05,986,
987,987,1.22E-05,1.33E-05,0.67407677,99388.92967,114507.2114,126656.25,101325,133124.245,298,333.8563336,0.316430349,0.007471996,-0.05234433,1.25,2.28E-06,9.73E-06,-0.087329527,1.42E-05,1.90E-06,1.82E-05,987,
988,988,1.19E-05,1.30E-05,0.674076818,99388.9307,114507.213,126656.25,101325,133124.2444,298,333.8563304,0.316430348,0.007471952,-0.052344333,1.25,2.28E-06,9.66E-06,-0.087329527,1.38E-05,1.85E-06,1.79E-05,988,
989,989,1.21E-05,1.31E-05,0.67407678,99388.92959,114507.2127,126656.25,101325,133124.2433,298,333.8563313,0.316430337,0.007471996,-0.052344328,1.25,2.28E-06,9.72E-06,-0.087329524,1.41E-05,1.88E-06,1.80E-05,989,
990,990,1.18E-05,1.28E-05,0.674076824,99388.93063,114507.2147,126656.25,101325,133124.2428,298,333.8563284,0.316430336,0.007471952,-0.052344331,1.25,2.28E-06,9.76E-06,-0.087329523,1.37E-05,1.83E-06,1.76E-05,990,
991,991,1.19E-05,1.30E-05,0.674076783,99388.92959,114507.2144,126656.25,101325,133124.2417,298,333.8563295,0.316430327,0.007471999,-0.052344327,1.25,2.28E-06,9.72E-06,-0.087329521,1.39E-05,1.86E-06,1.77E-05,991,
992,992,1.16E-05,1.27E-05,0.674076823,99388.93063,114507.2167,126656.25,101325,133124.2412,298,333.8563268,0.316430325,0.007471958,-0.052344329,1.25,2.28E-06,9.70E-06,-0.08732952,1.35E-05,1.81E-06,1.74E-05,992,
993,993,1.17E-05,1.28E-05,0.674076782,99388.92965,114507.2165,126656.25,101325,133124.2403,298,333.8563281,0.316430318,0.00747201,-0.052344325,1.25,2.28E-06,9.72E-06,-0.087329518,1.37E-05,1.83E-06,1.75E-05,993,
994,994,1.15E-05,1.25E-05,0.67407682,99388.93106,114507.221,126656.25,101325,133124.2397,298,333.8563255,0.316430316,0.00747197,-0.052344326,1.25,2.28E-06,9.71E-06,-0.087329518,1.33E-05,1.78E-06,1.72E-05,994,
995,995,1.15E-05,1.26E-05,0.674076777,99388.93213,114507.223,126656.25,101325,133124.2396,298,333.8563277,0.316430338,0.007472117,-0.052344322,1.25,2.28E-06,9.71E-06,-0.087329517,1.34E-05,1.79E-06,1.72E-05,995,
996,996,1.17E-05,1.27E-05,0.674076729,99388.93094,114507.2223,126656.25,101325,133124.2385,298,333.8563292,0.316430326,0.007472158,-0.052344318,1.25,2.28E-06,9.71E-06,-0.087329514,1.37E-05,1.82E-06,1.72E-05,996,
997,997,1.14E-05,1.24E-05,0.67407677,99388.93196,114507.2247,126656.25,101325,133124.2379,298,333.8563263,0.316430323,0.007472111,-0.05234432,1.25,2.28E-06,9.70E-06,-0.087329513,1.33E-05,1.77E-06,1.69E-05,997,
998,998,1.15E-05,1.25E-05,0.674076727,99388.93085,114507.2242,126656.25,101325,133124.237,298,333.8563277,0.316430315,0.007472158,-0.052344316,1.25,2.28E-06,9.65E-06,-0.087329511,1.35E-05,1.79E-06,1.70E-05,998,
999,999,1.12E-05,1.22E-05,0.674076767,99388.93178,114507.2266,126656.25,101325,133124.2364,298,333.8563249,0.316430311,0.007472112,-0.052344318,1.25,2.28E-06,9.69E-06,-0.087329511,1.31E-05,1.75E-06,1.67E-05,999,
1000,1000,1.13E-05,1.23E-05,0.674076729,99388.93076,114507.2262,126656.25,101325,133124.2356,298,333.8563261,0.316430306,0.007472162,-0.052344315,1.25,2.28E-06,9.75E-06,-0.087329509,1.32E-05,1.76E-06,1.67E-05,1000,
1001,1001,1.11E-05,1.20E-05,0.674076767,99388.93188,114507.2303,126656.25,101325,133124.235,298,333.8563235,0.316430302,0.007472118,-0.052344316,1.25,2.28E-06,9.68E-06,-0.087329509,1.29E-05,1.72E-06,1.64E-05,1001,
1002,1002,1.11E-05,1.21E-05,0.67407674,99388.93294,114507.2322,126656.25,101325,133124.2353,298,333.8563252,0.316430336,0.007472285,-0.052344313,1.25,2.28E-06,9.68E-06,-0.087329508,1.29E-05,1.72E-06,1.64E-05,1002,
1003,1003,1.12E-05,1.22E-05,0.67407669,99388.93177,114507.2315,126656.25,101325,133124.2342,298,333.8563267,0.316430321,0.007472316,-0.052344309,1.25,2.28E-06,9.71E-06,-0.087329505,1.32E-05,1.75E-06,1.65E-05,1003,
1004,1004,1.10E-05,1.19E-05,0.674076731,99388.93083,114507.2311,126656.25,101325,133124.2335,298,333.8563239,0.316430317,0.007472271,-0.052344311,1.25,2.28E-06,9.69E-06,-0.087329505,1.28E-05,1.71E-06,1.62E-05,1004,
1005,1005,1.07E-05,1.17E-05,0.674076767,99388.93186,114507.2336,126656.25,101325,133124.233,298,333.8563214,0.316430313,0.007472232,-0.052344312,1.25,2.28E-06,9.68E-06,-0.087329505,1.24E-05,1.66E-06,1.60E-05,1005,
1006,1006,1.08E-05,1.18E-05,0.674076723,99388.93096,114507.2332,126656.25,101325,133124.2321,298,333.8563228,0.316430305,0.007472279,-0.052344308,1.25,2.28E-06,9.68E-06,-0.087329503,1.26E-05,1.68E-06,1.60E-05,1006,
1007,1007,1.06E-05,1.15E-05,0.674076756,99388.93192,114507.2357,126656.25,101325,133124.2315,298,333.8563204,0.316430301,0.007472239,-0.05234431,1.25,2.28E-06,9.68E-06,-0.087329502,1.23E-05,1.64E-06,1.57E-05,1007,
1008,1008,1.06E-05,1.16E-05,0.674076716,99388.93279,114507.238,126656.25,101325,133124.2307,298,333.8563217,0.316430296,0.007472293,-0.052344306,1.25,2.28E-06,9.68E-06,-0.0873295,1.24E-05,1.65E-06,1.57E-05,1008,
1009,1009,1.07E-05,1.16E-05,0.674076677,99388.93177,114507.2375,126656.25,101325,133124.2299,298,333.856323,0.316430291,0.007472343,-0.052344303,1.25,2.28E-06,9.68E-06,-0.087329498,1.25E-05,1.66E-06,1.58E-05,1009,
1010,1010,1.04E-05,1.14E-05,0.67407671,99388.93286,114507.2417,126656.25,101325,133124.2293,298,333.8563206,0.316430286,0.007472297,-0.052344304,1.25,2.28E-06,9.67E-06,-0.087329498,1.22E-05,1.62E-06,1.55E-05,1010,
1011,1011,1.05E-05,1.14E-05,0.674076688,99388.93389,114507.2437,126656.25,101325,133124.2297,298,333.8563222,0.31643032,0.007472468,-0.052344301,1.25,2.28E-06,9.68E-06,-0.087329498,1.22E-05,1.63E-06,1.55E-05,1011,
1012,1012,1.06E-05,1.15E-05,0.674076635,99388.93274,114507.2429,126656.25,101325,133124.2286,298,333.8563239,0.316430305,0.007472495,-0.052344297,1.25,2.28E-06,9.68E-06,-0.087329495,1.24E-05,1.65E-06,1.56E-05,1012,
1013,1013,1.03E-05,1.13E-05,0.674076672,99388.93181,114507.2424,126656.25,101325,133124.228,298,333.8563213,0.3164303,0.007472449,-0.052344298,1.25,2.28E-06,9.67E-06,-0.087329495,1.21E-05,1.61E-06,1.53E-05,1013,
1014,1014,1.01E-05,1.10E-05,0.674076706,99388.93281,114507.2448,126656.25,101325,133124.2274,298,333.8563189,0.316430295,0.007472407,-0.0523443,1.25,2.28E-06,9.66E-06,-0.087329494,1.17E-05,1.57E-06,1.50E-05,1014,
1015,1015,1.02E-05,1.11E-05,0.674076663,99388.9337,114507.2472,126656.25,101325,133124.2265,298,333.8563203,0.316430287,0.007472453,-0.052344296,1.25,2.28E-06,9.67E-06,-0.087329492,1.19E-05,1.58E-06,1.51E-05,1015,
1016,1016,1.03E-05,1.12E-05,0.674076621,99388.93271,114507.2466,126656.25,101325,133124.2257,298,333.8563217,0.31643028,0.007472496,-0.052344293,1.25,2.28E-06,9.67E-06,-0.08732949,1.20E-05,1.60E-06,1.51E-05,1016,
1017,1017,1.00E-05,1.09E-05,0.674076655,99388.9335,114507.2488,126656.25,101325,133124.2251,298,333.8563193,0.316430276,0.007472457,-0.052344294,1.25,2.28E-06,9.66E-06,-0.08732949,1.17E-05,1.56E-06,1.48E-05,1017,
1018,1018,1.01E-05,1.10E-05,0.674076618,99388.9326,114507.2484,126656.25,101325,133124.2244,298,333.8563205,0.31643027,0.007472496,-0.052344291,1.25,2.28E-06,9.66E-06,-0.087329488,1.18E-05,1.57E-06,1.49E-05,1018,
1019,1019,9.84E-06,1.07E-05,0.674076649,99388.93329,114507.2519,126656.25,101325,133124.2237,298,333.8563182,0.316430264,0.007472453,-0.052344292,1.25,2.28E-06,9.66E-06,-0.087329488,1.15E-05,1.53E-06,1.46E-05,1019,
1020,1020,9.84E-06,1.07E-05,0.674076641,99388.93409,114507.2531,126656.25,101325,133124.2244,298,333.8563193,0.316430305,0.007472624,-0.05234429,1.25,2.28E-06,9.66E-06,-0.087329488,1.15E-05,1.53E-06,1.46E-05,1020,
1021,1021,9.96E-06,1.09E-05,0.674076601,99388.93318,114507.2528,126656.25,101325,133124.2234,298,333.8563205,0.316430293,0.007472657,-0.052344286,1.25,2.28E-06,9.67E-06,-0.087329485,1.17E-05,1.55E-06,1.46E-05,1021,
1022,1022,9.72E-06,1.06E-05,0.674076634,99388.93391,114507.2542,126656.25,101325,133124.2229,298,333.8563182,0.31643029,0.007472627,-0.052344287,1.25,2.28E-06,9.66E-06,-0.087329484,1.14E-05,1.51E-06,1.44E-05,1022,
1023,1023,9.83E-06,1.07E-05,0.674076594,99388.93307,114507.254,126656.25,101325,133124.2219,298,333.8563193,0.316430276,0.007472647,-0.052344284,1.25,2.28E-06,9.66E-06,-0.087329482,1.16E-05,1.53E-06,1.44E-05,1023,
1024,1024,9.60E-06,1.04E-05,0.674076626,99388.93239,114507.2541,126656.25,101325,133124.2214,298,333.8563171,0.316430273,0.007472614,-0.052344285,1.25,2.28E-06,9.65E-06,-0.087329482,1.12E-05,1.49E-06,1.42E-05,1024,
1025,1025,9.38E-06,1.02E-05,0.674076653,99388.9335,114507.258,126656.25,101325,133124.2209,298,333.856315,0.316430269,0.007472583,-0.052344286,1.25,2.28E-06,9.65E-06,-0.087329482,1.09E-05,1.45E-06,1.40E-05,1025,
1026,1026,9.42E-06,1.03E-05,0.674076614,99388.93424,114507.2593,126656.25,101325,133124.2208,298,333.8563171,0.316430287,0.007472705,-0.052344283,1.25,2.28E-06,9.65E-06,-0.087329481,1.10E-05,1.46E-06,1.40E-05,1026,
1027,1027,9.53E-06,1.04E-05,0.674076575,99388.93344,114507.2591,126656.25,101325,133124.2199,298,333.8563182,0.316430276,0.007472736,-0.052344279,1.25,2.28E-06,9.66E-06,-0.087329478,1.12E-05,1.48E-06,1.40E-05,1027,
1028,1028,9.30E-06,1.01E-05,0.674076604,99388.93414,114507.2606,126656.25,101325,133124.2194,298,333.8563162,0.316430273,0.007472708,-0.05234428,1.25,2.28E-06,9.65E-06,-0.087329478,1.08E-05,1.44E-06,1.38E-05,1028,
1029,1029,9.39E-06,1.02E-05,0.674076564,99388.9334,114507.2606,126656.25,101325,133124.2185,298,333.8563173,0.316430259,0.007472727,-0.052344277,1.25,2.28E-06,9.65E-06,-0.087329476,1.10E-05,1.46E-06,1.38E-05,1029,
1030,1030,9.17E-06,9.98E-06,0.674076591,99388.9328,114507.2607,126656.25,101325,133124.2179,298,333.8563153,0.316430255,0.007472696,-0.052344278,1.25,2.28E-06,9.64E-06,-0.087329476,1.07E-05,1.42E-06,1.36E-05,1030,
1031,1031,8.97E-06,9.75E-06,0.674076616,99388.93381,114507.2644,126656.25,101325,133124.2174,298,333.8563135,0.316430251,0.007472667,-0.052344279,1.25,2.28E-06,9.64E-06,-0.087329476,1.04E-05,1.39E-06,1.34E-05,1031,
1032,1032,9.00E-06,9.80E-06,0.674076579,99388.93452,114507.2658,126656.25,101325,133124.2174,298,333.8563154,0.31643027,0.007472789,-0.052344276,1.25,2.28E-06,9.64E-06,-0.087329475,1.04E-05,1.39E-06,1.34E-05,1032,
1033,1033,9.10E-06,9.91E-06,0.674076542,99388.93381,114507.2657,126656.25,101325,133124.2166,298,333.8563166,0.316430261,0.007472823,-0.052344272,1.25,2.28E-06,9.65E-06,-0.087329472,1.06E-05,1.41E-06,1.34E-05,1033,
1034,1034,8.88E-06,9.66E-06,0.674076567,99388.93446,114507.2671,126656.25,101325,133124.2161,298,333.8563148,0.316430258,0.007472798,-0.052344273,1.25,2.28E-06,9.64E-06,-0.087329472,1.03E-05,1.38E-06,1.32E-05,1034,
1035,1035,8.97E-06,9.77E-06,0.674076531,99388.9338,114507.2672,126656.25,101325,133124.2153,298,333.8563158,0.316430246,0.007472822,-0.05234427,1.25,2.28E-06,9.65E-06,-0.08732947,1.05E-05,1.39E-06,1.32E-05,1035,
1036,1036,8.76E-06,9.53E-06,0.674076555,99388.93326,114507.2674,126656.25,101325,133124.2148,298,333.856314,0.316430243,0.007472795,-0.052344271,1.25,2.28E-06,9.64E-06,-0.08732947,1.02E-05,1.36E-06,1.30E-05,1036,
1037,1037,8.56E-06,9.31E-06,0.674076577,99388.93426,114507.2709,126656.25,101325,133124.2143,298,333.8563124,0.316430239,0.00747277,-0.052344271,1.25,2.28E-06,9.63E-06,-0.08732947,9.89E-06,1.32E-06,1.28E-05,1037,
1038,1038,8.60E-06,9.36E-06,0.674076536,99388.93495,114507.2722,126656.25,101325,133124.2141,298,333.8563143,0.31643025,0.007472867,-0.052344268,1.25,2.28E-06,9.63E-06,-0.08732947,9.95E-06,1.33E-06,1.28E-05,1038,
1039,1039,8.69E-06,9.46E-06,0.674076496,99388.93427,114507.2722,126656.25,101325,133124.2132,298,333.8563155,0.316430238,0.007472887,-0.052344265,1.25,2.28E-06,9.64E-06,-0.087329467,1.01E-05,1.35E-06,1.28E-05,1039,
